exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,choice_5,correct,is_exempt,is_invalidated,note,explanation
201910,令和1年10月,13,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,停止後にマンホールを開ける際の注意として、適切なものは次のうちどれか。,,,,,,高圧のまま開ける。,圧力がなく温度が安全なことを確認する。,水位を見ず燃焼中に開ける。,換気を一切しない。,安全弁を固定してから開ける。,2,FALSE,FALSE,本文・選択肢は転載しない / ORG560-433,正答は（2）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,14,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,湿り保存で注意すべきこととして、適切なものは次のうちどれか。,,,,,,水を抜いて雨水を入れる。,空気を多量に混入させる。,燃料油を満たす。,水質を管理し、腐食防止に必要な薬品や脱酸素を確認する。,内部を汚れたまま放置する。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-434,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,15,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,低燃焼から高燃焼へ移るとき注意すべきこととして、適切なものは次のうちどれか。,,,,,,火炎を確認しない。,燃料だけを急増させる。,空気を完全に止める。,空気量と燃料量のバランスを崩さない。,安全装置を無効化する。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-435,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,16,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,燃料遮断弁の作動試験で確認することとして、適切なものは次のうちどれか。,,,,,,給水を軟化すること。,常に開きっぱなしになること。,水位を高く表示すること。,異常時に確実に閉止すること。,煙突を冷却すること。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-436,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,17,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,ボイラー水が著しく不足しているおそれがある場合の給水について、適切な考え方は次のうちどれか。,,,,,,水位確認をしない。,必ず大量に急給水する。,燃焼を最大にしてから給水する。,過熱部への急給水は危険なため、手順に従い慎重に判断する。,安全装置を外す。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-437,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,18,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,燃焼中に黒煙が増えた場合の対応として、適切なものは次のうちどれか。,,,,,,空気を完全に止める。,燃料をさらに増やすだけにする。,空気量、燃料圧、霧化状態などを確認する。,水位を見ない。,安全装置を無効にする。,3,FALSE,FALSE,本文・選択肢は転載しない / ORG560-438,正答は（3）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,19,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,日常点検で安全弁について見る事項として、適切なものは次のうちどれか。,,,,,,水処理薬剤の色だけ。,燃料の購入価格だけ。,漏れ、固着、封印、吹出し管の状態など。,作業者の氏名だけ。,煙突の外壁色だけ。,3,FALSE,FALSE,本文・選択肢は転載しない / ORG560-439,正答は（3）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,20,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,運転日誌に記録する事項として、適切なものは次のうちどれか。,,,,,,作業者の趣味だけ。,圧力、水位、燃焼状態、給水量、異常の有無など。,燃料販売店の広告だけ。,水面計のメーカーの株価だけ。,煙突の色の好みだけ。,2,FALSE,FALSE,本文・選択肢は転載しない / ORG560-440,正答は（2）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,21,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,押込通風に関する記述として、適切なものは次のうちどれか。,,,,,,送風機で燃焼用空気を炉内へ押し込む方式である。,煙突だけで排ガスを引く方式である。,給水ポンプで通風する方式である。,安全弁で空気を送る方式である。,水面計で通風を測る方式である。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-451,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,22,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,誘引通風に関する記述として、適切なものは次のうちどれか。,,,,,,誘引ファンで燃焼ガスを引き出す方式である。,給水ポンプで排ガスを押す方式である。,燃料ポンプで空気を送る方式である。,安全弁で通風を止める方式である。,水面計でガスを吸う方式である。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-452,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,23,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,空気比が小さすぎる場合に起こりやすいこととして、適切なものは次のうちどれか。,,,,,,燃料が不要になる。,排ガス量が無限に増える。,不完全燃焼、CO、黒煙の増加。,安全弁が不要になる。,水位が必ず安定する。,3,FALSE,FALSE,本文・選択肢は転載しない / ORG560-453,正答は（3）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,24,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,排ガス温度を下げすぎると問題になることとして、適切なものは次のうちどれか。,,,,,,水位が必ず上がる。,燃料が完全に不要になる。,低温腐食のおそれがある。,安全弁が不要になる。,空気比が必ずゼロになる。,3,FALSE,FALSE,本文・選択肢は転載しない / ORG560-454,正答は（3）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,25,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,燃焼ガス中のO2が低くCOが高い場合に疑うこととして、適切なものは次のうちどれか。,,,,,,過剰空気が多すぎる完全燃焼。,空気不足による不完全燃焼。,水処理の過剰。,安全弁の正常作動。,検査証の期限切れだけ。,2,FALSE,FALSE,本文・選択肢は転載しない / ORG560-455,正答は（2）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,26,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,排ガス分析計の値を見るときの注意として、適切なものは次のうちどれか。,,,,,,安全弁の設定を自動変更する。,値は常に誤差ゼロである。,水位確認の代わりになる。,測定位置や漏れ込み空気の影響を考慮する。,燃料の購入価格を決めるだけである。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-456,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,27,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,燃焼における三つのTとして扱われる要素に近いものは次のうちどれか。,,,,,,安全弁、圧力計、水面計。,水位、圧力、検査証。,燃料、給水、吹出し。,温度、時間、混合。,煙突、床、照明。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-457,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,28,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,燃焼負荷を急に上げるとき注意すべきこととして、適切なものは次のうちどれか。,,,,,,空気量が追従せず不完全燃焼にならないようにする。,空気を必ず止める。,燃料だけを最大にする。,火炎を見ない。,排ガスを測らない。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-458,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,29,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,燃焼効率を高める基本として、適切でないものは次のうちどれか。,,,,,,適正空気比を保つ。,伝熱面を清浄に保つ。,空気量を常に極端に多くする。,燃料を適切に霧化する。,排熱を有効利用する。,3,FALSE,FALSE,本文・選択肢は転載しない / ORG560-459,正答は（3）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,30,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,燃料の発熱量が同じでも実際の効率が変わる理由として、適切なものは次のうちどれか。,,,,,,安全弁の色だけで決まるため。,発熱量だけで効率は必ず100%になるため。,水位と無関係で常に同じになるため。,燃焼状態や排ガス損失、伝熱状態が異なるため。,検査証の紙質だけで決まるため。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-460,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,31,single,関係法令,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,作業主任者が燃焼状態を監視する理由として、適切なものは次のうちどれか。,,,,,,不完全燃焼や異常燃焼を防ぐため。,給水の硬度を必ず下げるため。,検査証の有効期間を延ばすためだけ。,安全弁を不要にするため。,煙突を短くするため。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-471,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,32,single,関係法令,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,安全弁の吹出し管で注意すべきこととして、適切なものは次のうちどれか。,,,,,,管をふさいで圧力を保つ。,蒸気を作業者へ向けて放出する。,蒸気や熱水を安全な場所へ導く。,水面計へ接続して水位を隠す。,燃料タンクへ接続して加圧する。,3,FALSE,FALSE,本文・選択肢は転載しない / ORG560-472,正答は（3）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,33,single,関係法令,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,圧力計の指針がゼロに戻らない場合の対応として、適切なものは次のうちどれか。,,,,,,燃料を増やす。,正常なので必ず放置する。,指針を接着剤で固定する。,水位確認の代わりにする。,計器異常として点検・交換を検討する。,5,FALSE,FALSE,本文・選択肢は転載しない / ORG560-473,正答は（5）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,34,single,関係法令,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,水面計のガラス管破損時の対応として、適切なものは次のうちどれか。,,,,,,安全弁を固定する。,近づいて素手で押さえる。,燃焼量を最大にする。,給水を止めて放置する。,コックを閉じて噴出を止め、安全を確保する。,5,FALSE,FALSE,本文・選択肢は転載しない / ORG560-474,正答は（5）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,35,single,関係法令,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,定期自主検査で煙道を確認する理由として、適切なものは次のうちどれか。,,,,,,検査証の紙色を確認するため。,作業者の年齢を確認するため。,燃料販売店を確認するため。,すす詰まり、腐食、漏れなどを把握するため。,水面計の照明色を確認するため。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-475,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,36,single,関係法令,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,定期自主検査で給水装置を点検する理由として、適切なものは次のうちどれか。,,,,,,給水不能による低水位事故を防ぐため。,燃料の価格を下げるため。,安全弁を不要にするため。,検査証を自動発行するため。,煙突を短くするため。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-476,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,37,single,関係法令,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,法令問題で『労働基準監督署長』と『都道府県労働局長』を読む際の注意として、適切なものは次のうちどれか。,,,,,,どちらも水面計メーカーである。,どちらも燃料販売店である。,どちらも作業主任者である。,提出先や権限を混同しない。,どちらも安全弁の形式である。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-477,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,38,single,関係法令,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,法令問題で単位を読み違えると起こることとして、適切なものは次のうちどれか。,,,,,,安全弁が不要になる。,必ず正解に近づく。,燃料性状が変わる。,水位が自動で上がる。,伝熱面積や圧力条件の判断を誤る。,5,FALSE,FALSE,本文・選択肢は転載しない / ORG560-478,正答は（5）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,39,single,関係法令,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,『除く』という語がある法令問題の基本対応として、適切なものは次のうちどれか。,,,,,,対象外になるものを先に確認する。,除外条件を無視する。,常に全てを対象にする。,選択肢1だけを選ぶ。,問題文を読まない。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-479,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
201910,令和1年10月,40,single,関係法令,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,『準用する』という表現が出る問題で注意すべきこととして、適切なものは次のうちどれか。,,,,,,燃料を準備する意味である。,規定が一切適用されない意味である。,他の規定を読み替えて適用する趣旨を確認する。,水面計を準備する意味である。,安全弁を外す意味である。,3,FALSE,FALSE,本文・選択肢は転載しない / ORG560-480,正答は（3）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,1,single,ボイラーの構造に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,蒸気の乾き度が1に近いほど、一般にどのような状態か。,,,,,,水滴を多量に含む。,水滴の少ない乾いた蒸気である。,燃料油を多く含む。,圧力が必ず大気圧である。,水面計内だけの水である。,2,FALSE,FALSE,本文・選択肢は転載しない / ORG560-481,正答は（2）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,2,single,ボイラーの構造に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,同じ圧力で飽和蒸気をさらに加熱したものは次のうちどれか。,,,,,,復水だけ。,飽和水。,湿り蒸気。,給水。,過熱蒸気。,5,FALSE,FALSE,本文・選択肢は転載しない / ORG560-482,正答は（5）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,3,single,ボイラーの構造に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,復水に関する記述として、適切なものは次のうちどれか。,,,,,,燃料が燃え残った灰である。,蒸気が凝縮して水に戻ったものである。,煙突内の空気である。,安全弁のばねである。,水処理薬剤の総称である。,2,FALSE,FALSE,本文・選択肢は転載しない / ORG560-483,正答は（2）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,4,single,ボイラーの構造に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,水冷壁の利点として、適切なものは次のうちどれか。,,,,,,水位計を不要にする。,燃料の硫黄分をなくす。,炉壁を冷却しながら放射熱を有効に吸収できる。,給水ポンプを不要にする。,安全弁を作動不能にする。,3,FALSE,FALSE,本文・選択肢は転載しない / ORG560-484,正答は（3）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,5,single,ボイラーの構造に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,伝熱面内側にスケールが付着した場合に起こり得ることとして、適切なものは次のうちどれか。,,,,,,金属温度が上がり、過熱損傷の原因となる。,伝熱が必ず良くなる。,燃料が不要になる。,水位が常に安定する。,通風が不要になる。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-485,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,6,single,ボイラーの構造に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,対流伝熱に最も関係が深いものは次のうちどれか。,,,,,,安全弁のばね。,燃焼ガスの流れと伝熱面との接触。,水面計の照明。,検査証の有効期間。,燃料タンクの塗色。,2,FALSE,FALSE,本文・選択肢は転載しない / ORG560-486,正答は（2）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,7,single,ボイラーの構造に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,自然循環を良好にする条件として、適切なものは次のうちどれか。,,,,,,給水を完全に止める。,水位を常に下げる。,管内にスケールを厚く付ける。,上昇管と下降管の密度差を保つ。,通風を止める。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-487,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,8,single,ボイラーの構造に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,蒸気ドラムで行われる働きとして、適切なものは次のうちどれか。,,,,,,給水の軟化。,燃料の霧化。,排ガス分析。,蒸気と水の分離。,煙突の支持。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-488,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,9,single,ボイラーの構造に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,煙管ボイラーで煙管内を流れるものとして、一般に適切なものは次のうちどれか。,,,,,,水処理薬剤だけ。,給水だけ。,燃料油だけ。,燃焼ガス。,圧縮空気だけ。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-489,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,10,single,ボイラーの構造に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,炉筒の波形構造の目的として、適切なものは次のうちどれか。,,,,,,熱膨張への追従性や外圧に対する強度を高める。,燃料を脱硫する。,水位を測定する。,排ガス中の酸素を測定する。,安全弁の吹出し量を減らす。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-490,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,11,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,点火前に水位を確認する理由として、適切なものは次のうちどれか。,,,,,,燃料の硫黄を除くため。,低水位のまま加熱する危険を避けるため。,排ガスを分析するため。,煙突を冷やすため。,検査証を更新するため。,2,FALSE,FALSE,本文・選択肢は転載しない / ORG560-501,正答は（2）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,12,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,点火後に火炎が安定しない場合の対応として、適切なものは次のうちどれか。,,,,,,燃料圧、空気量、バーナ状態を確認する。,安全装置を無効にする。,燃料だけを増やす。,換気を止める。,水位を見ない。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-502,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,13,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,水面計の水位が動かない場合に疑うこととして、適切なものは次のうちどれか。,,,,,,検査証の汚れだけ。,燃料発熱量の増加。,安全弁の増設。,煙突高さの不足だけ。,連絡管やコックの閉塞。,5,FALSE,FALSE,本文・選択肢は転載しない / ORG560-503,正答は（5）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,14,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,低水位事故を防ぐ日常管理として、適切なものは次のうちどれか。,,,,,,水面計、給水装置、低水位警報を確認する。,水位を見ない。,給水弁を閉じたままにする。,警報を切る。,燃焼量だけを上げる。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-504,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,15,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,吹出しの前後で水位を確認する理由として、適切なものは次のうちどれか。,,,,,,排ガスを脱硫するため。,燃料を加熱するため。,安全弁を閉じるため。,急激な水位低下を防ぐため。,煙突を洗浄するため。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-505,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,16,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,ボイラー水の濃縮管理が不適切な場合に起こり得ることとして、適切なものは次のうちどれか。,,,,,,通風の自動停止。,燃料の完全脱硫。,安全弁の不要化。,スケール、泡立ち、キャリオーバ。,水位確認の不要化。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-506,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,17,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,給水中の硬度成分を放置すると起こり得ることとして、適切なものは次のうちどれか。,,,,,,安全弁の自動調整。,燃料霧化改善。,排ガス酸素低下。,スケール付着。,水面計照明の改善。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-507,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,18,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,腐食を防ぐ水管理として、適切なものは次のうちどれか。,,,,,,吹出しを永久にしない。,酸素を多く溶かす。,pHを全く見ない。,スケールを増やす。,溶存酸素やpHを適正に管理する。,5,FALSE,FALSE,本文・選択肢は転載しない / ORG560-508,正答は（5）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,19,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,キャリオーバ防止策として、適切なものは次のうちどれか。,,,,,,水面計を閉じる。,常に高水位にする。,吹出しを全く行わない。,燃料だけを増やす。,適正水位と水質濃度を保つ。,5,FALSE,FALSE,本文・選択肢は転載しない / ORG560-509,正答は（5）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,20,single,ボイラーの取扱いに関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,スートブローを行う主目的として、適切なものは次のうちどれか。,,,,,,ボイラー水を軟化する。,伝熱面に付着したすすを除去する。,安全弁を調整する。,検査証を更新する。,燃料を貯蔵する。,2,FALSE,FALSE,本文・選択肢は転載しない / ORG560-510,正答は（2）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,21,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,燃料中の硫黄が燃焼して主に関係するものとして、適切なものは次のうちどれか。,,,,,,給水硬度の低下。,水位上昇。,安全弁口径。,SOxと低温腐食。,検査証更新。,4,FALSE,FALSE,本文・選択肢は転載しない / ORG560-521,正答は（4）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,22,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,燃料中の窒素分や高温燃焼に関係する大気汚染物質として、適切なものは次のうちどれか。,,,,,,燃料タンク容量。,給水硬度。,水面計水位。,安全弁口径。,NOx。,5,FALSE,FALSE,本文・選択肢は転載しない / ORG560-522,正答は（5）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,23,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,重油の流動点に関する記述として、適切なものは次のうちどれか。,,,,,,水の沸点である。,燃料油が流動しにくくなる温度に関係する性質である。,安全弁の吹出し温度である。,煙突の表面温度である。,排ガス中の酸素濃度である。,2,FALSE,FALSE,本文・選択肢は転載しない / ORG560-523,正答は（2）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,24,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,燃料油を加熱する主目的として、適切なものは次のうちどれか。,,,,,,検査証を更新する。,水位を高くする。,安全弁を閉じる。,排ガス中の酸素をなくす。,粘度を下げて移送や霧化を良くする。,5,FALSE,FALSE,本文・選択肢は転載しない / ORG560-524,正答は（5）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,25,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,燃料油中の水分がバーナに及ぼす影響として、適切なものは次のうちどれか。,,,,,,火炎不安定や失火の原因となることがある。,完全燃焼を必ず保証する。,NOxを必ずゼロにする。,水位を正確にする。,安全弁を不要にする。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-525,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,26,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,圧力噴霧式バーナで燃料圧力が低すぎる場合に起こり得ることとして、適切なものは次のうちどれか。,,,,,,水質改善。,霧化不良。,安全弁増加。,給水軟化。,検査証更新。,2,FALSE,FALSE,本文・選択肢は転載しない / ORG560-526,正答は（2）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,27,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,バーナノズルの摩耗が進むと起こり得ることとして、適切なものは次のうちどれか。,,,,,,噴霧量や噴霧角が変化する。,燃料の硫黄分が消える。,給水硬度が下がる。,安全弁が不要になる。,水位が必ず一定になる。,1,FALSE,FALSE,本文・選択肢は転載しない / ORG560-527,正答は（1）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,28,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,空気量不足時の火炎の傾向として、適切なものは次のうちどれか。,,,,,,常に無色透明となる。,暗く長い火炎や黒煙を伴うことがある。,燃焼状態とは無関係である。,水位が下がるだけである。,安全弁が必ず開く。,2,FALSE,FALSE,本文・選択肢は転載しない / ORG560-528,正答は（2）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
202004,令和2年4月,29,single,燃料及び燃焼に関する知識,過去問の試験ID・問番号・科目・正答番号に対応したサイト掲載用オリジナル問題,ガス燃料の着火前確認として、適切なものは次のうちどれか。,,,,,,燃料弁を開けっぱなしにする。,水位を見ずに点火する。,換気を止める。,安全装置を外す。,漏えい、圧力、換気、点火装置を確認する。,5,FALSE,FALSE,本文・選択肢は転載しない / ORG560-529,正答は（5）です。公表問題のため、選択肢ごとの理解は一問一答でも確認してください。
