id,question,answer,explanation,category,tags,source,note
2704b-24-5,ボイラーの圧力噴霧式バーナの噴射油量を調節する方法として、誤っているものは次のうちどれか。選択肢5: プランジャ式圧力噴霧バーナを用いる。,×,元問題の正答選択肢は（4）です。選択肢5の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問24,確認済み
2704b-25-1,重油に含まれる成分などによる障害について、誤っているものは次のうちどれか。選択肢1: 残留炭素分が多いほど、ばいじん量は増加する。,×,元問題の正答選択肢は（4）です。選択肢1の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問25,確認済み
2704b-25-2,重油に含まれる成分などによる障害について、誤っているものは次のうちどれか。選択肢2: 水分が多いと、いきづき燃焼を起こす。,×,元問題の正答選択肢は（4）です。選択肢2の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問25,確認済み
2704b-25-3,重油に含まれる成分などによる障害について、誤っているものは次のうちどれか。選択肢3: スラッジは、ポンプ、流量計、バーナチップなどを摩耗させる。,×,元問題の正答選択肢は（4）です。選択肢3の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問25,確認済み
2704b-25-4,重油に含まれる成分などによる障害について、誤っているものは次のうちどれか。選択肢4: 灰分は、ボイラーの伝熱面に付着し伝熱を阻害する。,○,元問題の正答選択肢は（4）です。選択肢4の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問25,確認済み
2704b-25-5,重油に含まれる成分などによる障害について、誤っているものは次のうちどれか。選択肢5: 硫黄分は、ボイラーの伝熱面に高温腐食を起こす。,×,元問題の正答選択肢は（4）です。選択肢5の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問25,確認済み
2704b-26-1,ボイラーにおける燃料の燃焼について、誤っているものは次のうちどれか。選択肢1: 理論空気量をAo、実際空気量をA、空気比をmとすると、A＝mAoという関係が成り立つ。,○,元問題の正答選択肢は（1）です。選択肢1の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問26,確認済み
2704b-26-2,ボイラーにおける燃料の燃焼について、誤っているものは次のうちどれか。選択肢2: 実際空気量は、一般の燃焼では理論空気量より大きい。,×,元問題の正答選択肢は（1）です。選択肢2の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問26,確認済み
2704b-26-3,ボイラーにおける燃料の燃焼について、誤っているものは次のうちどれか。選択肢3: 燃焼温度は、燃料の種類、燃焼用空気の温度、燃焼効率、空気比などの条件によって変わる。,×,元問題の正答選択肢は（1）です。選択肢3の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問26,確認済み
2704b-26-4,ボイラーにおける燃料の燃焼について、誤っているものは次のうちどれか。選択肢4: 排ガス熱による熱損失を小さくするには、空気比を大きくして完全燃焼させる。,×,元問題の正答選択肢は（1）です。選択肢4の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問26,確認済み
2704b-26-5,ボイラーにおける燃料の燃焼について、誤っているものは次のうちどれか。選択肢5: 一定量の燃料を完全燃焼させるときに、着火性が良く燃焼速度が速いと狭い燃焼室で足りる。,×,元問題の正答選択肢は（1）です。選択肢5の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問26,確認済み
2704b-27-1,ボイラーにおける気体燃料の燃焼方式について、誤っているものは次のうちどれか。選択肢1: 拡散燃焼方式は、安定な火炎を作りやすいが、逆火の危険性が大きい。,×,元問題の正答選択肢は（5）です。選択肢1の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問27,確認済み
2704b-27-2,ボイラーにおける気体燃料の燃焼方式について、誤っているものは次のうちどれか。選択肢2: 拡散燃焼方式は、火炎の広がり、長さなどの火炎の調節が容易である。,×,元問題の正答選択肢は（5）です。選択肢2の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問27,確認済み
2704b-27-3,ボイラーにおける気体燃料の燃焼方式について、誤っているものは次のうちどれか。選択肢3: 拡散燃焼方式は、ほとんどのボイラー用ガスバーナに採用されている。,×,元問題の正答選択肢は（5）です。選択肢3の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問27,確認済み
2704b-27-4,ボイラーにおける気体燃料の燃焼方式について、誤っているものは次のうちどれか。選択肢4: 予混合燃焼方式は、ボイラー用パイロットバーナに採用されることがある。,×,元問題の正答選択肢は（5）です。選択肢4の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問27,確認済み
2704b-27-5,ボイラーにおける気体燃料の燃焼方式について、誤っているものは次のうちどれか。選択肢5: 予混合燃焼方式は、気体燃料に特有な燃焼方式である。,○,元問題の正答選択肢は（5）です。選択肢5の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問27,確認済み
2704b-28-1,ボイラーにおける石炭燃料の流動層燃焼方式の特徴として、誤っているものは次のうちどれか。選択肢1: 低質な燃料でも使用できる。,×,元問題の正答選択肢は（2）です。選択肢1の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問28,確認済み
2704b-28-2,ボイラーにおける石炭燃料の流動層燃焼方式の特徴として、誤っているものは次のうちどれか。選択肢2: 層内に石灰石を送入することにより、炉内脱硫ができる。,○,元問題の正答選択肢は（2）です。選択肢2の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問28,確認済み
2704b-28-3,ボイラーにおける石炭燃料の流動層燃焼方式の特徴として、誤っているものは次のうちどれか。選択肢3: 層内での伝熱性能が良いので、ボイラーの伝熱面積を小さくできる。,×,元問題の正答選択肢は（2）です。選択肢3の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問28,確認済み
2704b-28-4,ボイラーにおける石炭燃料の流動層燃焼方式の特徴として、誤っているものは次のうちどれか。選択肢4: 層内温度は、1500℃前後である。,×,元問題の正答選択肢は（2）です。選択肢4の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問28,確認済み
2704b-28-5,ボイラーにおける石炭燃料の流動層燃焼方式の特徴として、誤っているものは次のうちどれか。選択肢5: 微粉炭バーナ燃焼方式に比べ、石炭粒径が大きく、粉砕動力が軽減される。,×,元問題の正答選択肢は（2）です。選択肢5の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問28,確認済み
2704b-29-1,ボイラーの燃料の燃焼により発生する大気汚染物質について、誤っているものは次のうちどれか。選択肢1: SOxは、NOxとともに酸性雨の原因になる。,×,元問題の正答選択肢は（5）です。選択肢1の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問29,確認済み
2704b-29-2,ボイラーの燃料の燃焼により発生する大気汚染物質について、誤っているものは次のうちどれか。選択肢2: 排ガス中のNOxは、大部分がNOである。,×,元問題の正答選択肢は（5）です。選択肢2の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問29,確認済み
2704b-29-3,ボイラーの燃料の燃焼により発生する大気汚染物質について、誤っているものは次のうちどれか。選択肢3: 燃焼により発生するNOxには、サーマルNOxとフューエルNOxがある。,×,元問題の正答選択肢は（5）です。選択肢3の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問29,確認済み
2704b-29-4,ボイラーの燃料の燃焼により発生する大気汚染物質について、誤っているものは次のうちどれか。選択肢4: サーマルNOxは、燃料中の窒素化合物から酸化によって生じる。,×,元問題の正答選択肢は（5）です。選択肢4の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問29,確認済み
2704b-29-5,ボイラーの燃料の燃焼により発生する大気汚染物質について、誤っているものは次のうちどれか。選択肢5: すすは、燃料の燃焼により分解した炭素が遊離炭素として残存したものである。,○,元問題の正答選択肢は（5）です。選択肢5の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問29,確認済み
2704b-30-1,次の文中の( )内に入れるAからCまでの語句の組合せとして、正しいものは1～5のうちどれか。「 (A)燃焼における(B)は、噴射された燃料の周辺に供給され、初期燃焼を安定させる。また(C)は、旋回又は交差流によって燃料と空気の混合を良好に保ち、燃焼を完結させる。」A B C選択肢1: 油・ガスだき 一次空気 二次空気,×,元問題の正答選択肢は（3）です。選択肢1の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問30,確認済み
2704b-30-2,次の文中の( )内に入れるAからCまでの語句の組合せとして、正しいものは1～5のうちどれか。「 (A)燃焼における(B)は、噴射された燃料の周辺に供給され、初期燃焼を安定させる。また(C)は、旋回又は交差流によって燃料と空気の混合を良好に保ち、燃焼を完結させる。」A B C選択肢2: 油・ガスだき 二次空気 一次空気,×,元問題の正答選択肢は（3）です。選択肢2の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問30,確認済み
2704b-30-3,次の文中の( )内に入れるAからCまでの語句の組合せとして、正しいものは1～5のうちどれか。「 (A)燃焼における(B)は、噴射された燃料の周辺に供給され、初期燃焼を安定させる。また(C)は、旋回又は交差流によって燃料と空気の混合を良好に保ち、燃焼を完結させる。」A B C選択肢3: 火格子 一次空気二次空気,○,元問題の正答選択肢は（3）です。選択肢3の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問30,確認済み
2704b-30-4,次の文中の( )内に入れるAからCまでの語句の組合せとして、正しいものは1～5のうちどれか。「 (A)燃焼における(B)は、噴射された燃料の周辺に供給され、初期燃焼を安定させる。また(C)は、旋回又は交差流によって燃料と空気の混合を良好に保ち、燃焼を完結させる。」A B C選択肢4: 火格子 二次空気 一次空気,×,元問題の正答選択肢は（3）です。選択肢4の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問30,確認済み
2704b-30-5,次の文中の( )内に入れるAからCまでの語句の組合せとして、正しいものは1～5のうちどれか。「 (A)燃焼における(B)は、噴射された燃料の周辺に供給され、初期燃焼を安定させる。また(C)は、旋回又は交差流によって燃料と空気の混合を良好に保ち、燃焼を完結させる。」A B C選択肢5: 流動層 二次空気 一次空気,×,元問題の正答選択肢は（3）です。選択肢5の正誤を確認しましょう。,燃料及び燃焼に関する知識,平成27年4月,平成27年4月 問30,確認済み
2704b-31-1,法令上、ボイラー(小型ボイラーを除く。)の変更検査を受けなければならない場合は、次のうちどれか。選択肢1: ボイラーの空気予熱器に変更を加えたとき,×,元問題の正答選択肢は（3）です。選択肢1の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問31,確認済み
2704b-31-2,法令上、ボイラー(小型ボイラーを除く。)の変更検査を受けなければならない場合は、次のうちどれか。選択肢2: ボイラーの給水装置に変更を加えたとき,×,元問題の正答選択肢は（3）です。選択肢2の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問31,確認済み
2704b-31-3,法令上、ボイラー(小型ボイラーを除く。)の変更検査を受けなければならない場合は、次のうちどれか。選択肢3: ボイラーの据付基礎に変更を加えたとき,○,元問題の正答選択肢は（3）です。選択肢3の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問31,確認済み
2704b-31-4,法令上、ボイラー(小型ボイラーを除く。)の変更検査を受けなければならない場合は、次のうちどれか。選択肢4: 使用を廃止したボイラーを再び設置しようとするとき,×,元問題の正答選択肢は（3）です。選択肢4の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問31,確認済み
2704b-31-5,法令上、ボイラー(小型ボイラーを除く。)の変更検査を受けなければならない場合は、次のうちどれか。選択肢5: 構造検査を受けた後、1年以上設置されなかったボイラーを設置しようとするとき,×,元問題の正答選択肢は（3）です。選択肢5の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問31,確認済み
2704b-32-1,次の文中の( )内に入れるA及びBの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「溶接によるボイラー(小型ボイラーを除く。)については、(A)検査に合格した後でなければ、(B)検査を受けることができない。」A B選択肢1: 溶接 構造,○,元問題の正答選択肢は（1）です。選択肢1の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問32,確認済み
2704b-32-2,次の文中の( )内に入れるA及びBの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「溶接によるボイラー(小型ボイラーを除く。)については、(A)検査に合格した後でなければ、(B)検査を受けることができない。」A B選択肢2: 構造 溶接,×,元問題の正答選択肢は（1）です。選択肢2の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問32,確認済み
2704b-32-3,次の文中の( )内に入れるA及びBの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「溶接によるボイラー(小型ボイラーを除く。)については、(A)検査に合格した後でなければ、(B)検査を受けることができない。」A B選択肢3: 使用 構造,×,元問題の正答選択肢は（1）です。選択肢3の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問32,確認済み
2704b-32-4,次の文中の( )内に入れるA及びBの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「溶接によるボイラー(小型ボイラーを除く。)については、(A)検査に合格した後でなければ、(B)検査を受けることができない。」A B選択肢4: 構造 使用,×,元問題の正答選択肢は（1）です。選択肢4の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問32,確認済み
2704b-32-5,次の文中の( )内に入れるA及びBの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「溶接によるボイラー(小型ボイラーを除く。)については、(A)検査に合格した後でなければ、(B)検査を受けることができない。」A B選択肢5: 使用 溶接,×,元問題の正答選択肢は（1）です。選択肢5の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問32,確認済み
2704b-33-1,ボイラー(移動式ボイラー、屋外式ボイラー及び小型ボイラーを除く。)を設置するボイラー室について、法令上、誤っているものは次のうちどれか。選択肢1: 伝熱面積が3m2 の蒸気ボイラーは、ボイラー室に設置しなければならない。,○,元問題の正答選択肢は（1）です。選択肢1の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問33,確認済み
2704b-33-2,ボイラー(移動式ボイラー、屋外式ボイラー及び小型ボイラーを除く。)を設置するボイラー室について、法令上、誤っているものは次のうちどれか。選択肢2: ボイラーの最上部から天井、配管その他のボイラーの上部にある構造物までの距離は、原則として1.2m以上としなければならない。,×,元問題の正答選択肢は（1）です。選択肢2の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問33,確認済み
2704b-33-3,ボイラー(移動式ボイラー、屋外式ボイラー及び小型ボイラーを除く。)を設置するボイラー室について、法令上、誤っているものは次のうちどれか。選択肢3: ボイラー室には、必要がある場合のほか、引火しやすい物を持ち込ませてはならない。,×,元問題の正答選択肢は（1）です。選択肢3の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問33,確認済み
2704b-33-4,ボイラー(移動式ボイラー、屋外式ボイラー及び小型ボイラーを除く。)を設置するボイラー室について、法令上、誤っているものは次のうちどれか。選択肢4: 立てボイラーは、ボイラーの外壁から壁、配管その他のボイラーの側部にある構造物(検査及びそうじに支障のない物を除く。)までの距離を原則として0.45m以上としなければならない。,×,元問題の正答選択肢は（1）です。選択肢4の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問33,確認済み
2704b-33-5,ボイラー(移動式ボイラー、屋外式ボイラー及び小型ボイラーを除く。)を設置するボイラー室について、法令上、誤っているものは次のうちどれか。選択肢5: ボイラー室に重油タンクを設置する場合は、ボイラーの外側から原則として2m以上離しておかなければならない。,×,元問題の正答選択肢は（1）です。選択肢5の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問33,確認済み
2704b-34-1,法令上、ボイラー技士でなければ取り扱うことができないボイラーは、次のうちどれか。選択肢1: 伝熱面積が10m2の温水ボイラー,×,元問題の正答選択肢は（2）です。選択肢1の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問34,確認済み
2704b-34-2,法令上、ボイラー技士でなければ取り扱うことができないボイラーは、次のうちどれか。選択肢2: 伝熱面積が4m2の蒸気ボイラーで、胴の内径が850mm、かつ、その長さが1500mmのもの,○,元問題の正答選択肢は（2）です。選択肢2の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問34,確認済み
2704b-34-3,法令上、ボイラー技士でなければ取り扱うことができないボイラーは、次のうちどれか。選択肢3: 伝熱面積が30m2の気水分離器を有しない貫流ボイラー,×,元問題の正答選択肢は（2）です。選択肢3の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問34,確認済み
2704b-34-4,法令上、ボイラー技士でなければ取り扱うことができないボイラーは、次のうちどれか。選択肢4: 内径が400mmで、かつ、その内容積が0.2m3の気水分離器を有し、伝熱面積が25m2の貫流ボイラー,×,元問題の正答選択肢は（2）です。選択肢4の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問34,確認済み
2704b-34-5,法令上、ボイラー技士でなければ取り扱うことができないボイラーは、次のうちどれか。選択肢5: 最大電力設備容量が60kWの電気ボイラー,×,元問題の正答選択肢は（2）です。選択肢5の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問34,確認済み
2704b-35-1,ボイラー(小型ボイラーを除く。)の附属品の管理について、次の文中の( )内に入れるA及びBの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「温水ボイラーの(A)及び(B)については、凍結しないように保温その他の措置を講じなければならない。」A B選択肢1: 吹出し管 給水管,×,元問題の正答選択肢は（4）です。選択肢1の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問35,確認済み
2704b-35-2,ボイラー(小型ボイラーを除く。)の附属品の管理について、次の文中の( )内に入れるA及びBの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「温水ボイラーの(A)及び(B)については、凍結しないように保温その他の措置を講じなければならない。」A B選択肢2: 返り管 吹出し管,×,元問題の正答選択肢は（4）です。選択肢2の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問35,確認済み
2704b-35-3,ボイラー(小型ボイラーを除く。)の附属品の管理について、次の文中の( )内に入れるA及びBの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「温水ボイラーの(A)及び(B)については、凍結しないように保温その他の措置を講じなければならない。」A B選択肢3: 給水管 返り管,×,元問題の正答選択肢は（4）です。選択肢3の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問35,確認済み
2704b-35-4,ボイラー(小型ボイラーを除く。)の附属品の管理について、次の文中の( )内に入れるA及びBの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「温水ボイラーの(A)及び(B)については、凍結しないように保温その他の措置を講じなければならない。」A B選択肢4: 返り管 逃がし管,○,元問題の正答選択肢は（4）です。選択肢4の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問35,確認済み
2704b-35-5,ボイラー(小型ボイラーを除く。)の附属品の管理について、次の文中の( )内に入れるA及びBの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「温水ボイラーの(A)及び(B)については、凍結しないように保温その他の措置を講じなければならない。」A B選択肢5: 逃がし管 給水管,×,元問題の正答選択肢は（4）です。選択肢5の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問35,確認済み
2704b-36-1,ボイラー(移動式ボイラー及び小型ボイラーを除く。)に関する次の文中の( )内に入れるAからCまでの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「ボイラーを設置した者は、所轄労働基準監督署長が検査の必要がないと認めたものを除き、①ボイラー、②ボイラー室、③ボイラー及びその(A)の配置状況、④ボイラーの据付基礎並びに燃焼室及び(B)の構造について、(C)検査を受けなければならない。」A B C選択肢1: 自動制御装置 通風装置 落成,×,元問題の正答選択肢は（4）です。選択肢1の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問36,確認済み
2704b-36-2,ボイラー(移動式ボイラー及び小型ボイラーを除く。)に関する次の文中の( )内に入れるAからCまでの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「ボイラーを設置した者は、所轄労働基準監督署長が検査の必要がないと認めたものを除き、①ボイラー、②ボイラー室、③ボイラー及びその(A)の配置状況、④ボイラーの据付基礎並びに燃焼室及び(B)の構造について、(C)検査を受けなければならない。」A B C選択肢2: 自動制御装置 煙道 使用,×,元問題の正答選択肢は（4）です。選択肢2の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問36,確認済み
2704b-36-3,ボイラー(移動式ボイラー及び小型ボイラーを除く。)に関する次の文中の( )内に入れるAからCまでの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「ボイラーを設置した者は、所轄労働基準監督署長が検査の必要がないと認めたものを除き、①ボイラー、②ボイラー室、③ボイラー及びその(A)の配置状況、④ボイラーの据付基礎並びに燃焼室及び(B)の構造について、(C)検査を受けなければならない。」A B C選択肢3: 配管 煙道 性能,×,元問題の正答選択肢は（4）です。選択肢3の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問36,確認済み
2704b-36-4,ボイラー(移動式ボイラー及び小型ボイラーを除く。)に関する次の文中の( )内に入れるAからCまでの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「ボイラーを設置した者は、所轄労働基準監督署長が検査の必要がないと認めたものを除き、①ボイラー、②ボイラー室、③ボイラー及びその(A)の配置状況、④ボイラーの据付基礎並びに燃焼室及び(B)の構造について、(C)検査を受けなければならない。」A B C選択肢4: 配管 煙道 落成,○,元問題の正答選択肢は（4）です。選択肢4の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問36,確認済み
2704b-36-5,ボイラー(移動式ボイラー及び小型ボイラーを除く。)に関する次の文中の( )内に入れるAからCまでの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「ボイラーを設置した者は、所轄労働基準監督署長が検査の必要がないと認めたものを除き、①ボイラー、②ボイラー室、③ボイラー及びその(A)の配置状況、④ボイラーの据付基礎並びに燃焼室及び(B)の構造について、(C)検査を受けなければならない。」A B C選択肢5: 配管 通風装置 使用,×,元問題の正答選択肢は（4）です。選択肢5の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問36,確認済み
2704b-37-1,ボイラー(小型ボイラーを除く。)の定期自主検査について、法令上、誤っているものは次のうちどれか。選択肢1: 定期自主検査は、1か月をこえる期間使用しない場合を除き、1か月以内ごとに1回、定期に行わなければならない。,×,元問題の正答選択肢は（5）です。選択肢1の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問37,確認済み
2704b-37-2,ボイラー(小型ボイラーを除く。)の定期自主検査について、法令上、誤っているものは次のうちどれか。選択肢2: 定期自主検査は、大きく分けて、「ボイラー本体」、「燃焼装置」、「自動制御装置」、「附属装置及び附属品」の4項目について行わなければならない。,×,元問題の正答選択肢は（5）です。選択肢2の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問37,確認済み
2704b-37-3,ボイラー(小型ボイラーを除く。)の定期自主検査について、法令上、誤っているものは次のうちどれか。選択肢3: 「自動制御装置」の電気配線については、端子の異常の有無について点検しなければならない。,×,元問題の正答選択肢は（5）です。選択肢3の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問37,確認済み
2704b-37-4,ボイラー(小型ボイラーを除く。)の定期自主検査について、法令上、誤っているものは次のうちどれか。選択肢4: 「附属装置及び附属品」の水処理装置については、機能の異常の有無について点検しなければならない。,×,元問題の正答選択肢は（5）です。選択肢4の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問37,確認済み
2704b-37-5,ボイラー(小型ボイラーを除く。)の定期自主検査について、法令上、誤っているものは次のうちどれか。選択肢5: 定期自主検査を行ったときは、その結果を記録し、2年間保存しなければならない。,○,元問題の正答選択肢は（5）です。選択肢5の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問37,確認済み
2704b-38-1,鋼製ボイラー(小型ボイラーを除く。)の安全弁について、法令上、誤っているものは次のうちどれか。選択肢1: 伝熱面積が100m2以下の蒸気ボイラーには、安全弁を1個備えなければならない。,○,元問題の正答選択肢は（1）です。選択肢1の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問38,確認済み
2704b-38-2,鋼製ボイラー(小型ボイラーを除く。)の安全弁について、法令上、誤っているものは次のうちどれか。選択肢2: 貫流ボイラー以外の蒸気ボイラーのボイラー本体の安全弁は、弁軸を鉛直にしてボイラー本体の容易に検査できる位置に直接取り付けなければならない。,×,元問題の正答選択肢は（1）です。選択肢2の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問38,確認済み
2704b-38-3,鋼製ボイラー(小型ボイラーを除く。)の安全弁について、法令上、誤っているものは次のうちどれか。選択肢3: 貫流ボイラーに備える安全弁については、当該ボイラーの最大蒸発量以上の吹出し量のものを過熱器の出口付近に取り付けることができる。,×,元問題の正答選択肢は（1）です。選択肢3の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問38,確認済み
2704b-38-4,鋼製ボイラー(小型ボイラーを除く。)の安全弁について、法令上、誤っているものは次のうちどれか。選択肢4: 過熱器には、過熱器の出口付近に過熱器の温度を設計温度以下に保持することができる安全弁を備えなければならない。,×,元問題の正答選択肢は（1）です。選択肢4の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問38,確認済み
2704b-38-5,鋼製ボイラー(小型ボイラーを除く。)の安全弁について、法令上、誤っているものは次のうちどれか。選択肢5: 水の温度が120℃を超える温水ボイラーには、安全弁を備えなければならない。,×,元問題の正答選択肢は（1）です。選択肢5の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問38,確認済み
2704b-39-1,ボイラー(小型ボイラーを除く。)について、そうじ、修繕等のためボイラー(燃焼室を含む。)の内部に入るとき行わなければならない措置として、法令上、誤っているものは次のうちどれか。選択肢1: ボイラーを冷却すること。,×,元問題の正答選択肢は（4）です。選択肢1の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問39,確認済み
2704b-39-2,ボイラー(小型ボイラーを除く。)について、そうじ、修繕等のためボイラー(燃焼室を含む。)の内部に入るとき行わなければならない措置として、法令上、誤っているものは次のうちどれか。選択肢2: ボイラーの内部の換気を行うこと。,×,元問題の正答選択肢は（4）です。選択肢2の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問39,確認済み
2704b-39-3,ボイラー(小型ボイラーを除く。)について、そうじ、修繕等のためボイラー(燃焼室を含む。)の内部に入るとき行わなければならない措置として、法令上、誤っているものは次のうちどれか。選択肢3: ボイラーの内部で使用する移動電灯は、ガードを有するものを使用させること。,×,元問題の正答選択肢は（4）です。選択肢3の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問39,確認済み
2704b-39-4,ボイラー(小型ボイラーを除く。)について、そうじ、修繕等のためボイラー(燃焼室を含む。)の内部に入るとき行わなければならない措置として、法令上、誤っているものは次のうちどれか。選択肢4: ボイラーの内部で使用する移動電線は、ビニルコード又はこれと同等以上の絶縁効力及び強度を有するものを使用させること。,○,元問題の正答選択肢は（4）です。選択肢4の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問39,確認済み
2704b-39-5,ボイラー(小型ボイラーを除く。)について、そうじ、修繕等のためボイラー(燃焼室を含む。)の内部に入るとき行わなければならない措置として、法令上、誤っているものは次のうちどれか。選択肢5: 使用中の他のボイラーとの管連絡を確実にしゃ断すること。,×,元問題の正答選択肢は（4）です。選択肢5の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問39,確認済み
2704b-40-1,次の文中の( )内に入れるA及びBの語句の組合せとして、法令上、正しいものは1～5のうちどれか。「鋳鉄製ボイラー(小型ボイラーを除く。)において、給水が水道その他(A)を有する水源から供給される場合には、給水管を(B)に取り付けなければならない。」A B選択肢1: 高濃度塩素 返り管,×,元問題の正答選択肢は（4）です。選択肢1の正誤を確認しましょう。,関係法令,平成27年4月,平成27年4月 問40,確認済み
